MAT_GRP,MAT_GRP_DESC,ds,is_synthetic,y,receipt_qty,inv_qty,n_active_materials
512,"BRUSHES, HOLDERS ETC",2025-04-30,1,849.0,1055.0,2214.0,14
512,"BRUSHES, HOLDERS ETC",2025-05-31,1,1019.0,1074.0,2269.0,14
512,"BRUSHES, HOLDERS ETC",2025-06-30,1,1125.0,958.0,2102.0,14
512,"BRUSHES, HOLDERS ETC",2025-07-31,1,921.0,925.0,2106.0,14
512,"BRUSHES, HOLDERS ETC",2025-08-31,1,890.0,1353.0,2569.0,14
512,"BRUSHES, HOLDERS ETC",2025-09-30,0,831.0,883.0,2237.0,14
512,"BRUSHES, HOLDERS ETC",2025-10-31,0,831.0,883.0,1443.0,14
513,CABLES & ACCESSORIES,2023-11-30,1,55415.6955,62333.6343,131529.6292,63
513,CABLES & ACCESSORIES,2023-12-31,1,59638.0818,57365.6549,129729.1106,63
513,CABLES & ACCESSORIES,2024-01-31,1,60577.0965,63958.0374,133741.1911,63
513,CABLES & ACCESSORIES,2024-02-29,1,58356.605,65935.6869,141757.273,63
513,CABLES & ACCESSORIES,2024-03-31,1,57301.3365,66196.818,151173.4791,63
513,CABLES & ACCESSORIES,2024-04-30,1,60967.464,62645.0191,154135.5605,63
513,CABLES & ACCESSORIES,2024-05-31,1,58738.4318,64130.8005,159674.9292,63
513,CABLES & ACCESSORIES,2024-06-30,1,61868.3754,64717.485,162524.0388,63
513,CABLES & ACCESSORIES,2024-07-31,1,61739.2895,65402.385500000004,166215.1348,63
513,CABLES & ACCESSORIES,2024-08-31,1,59517.4227,66009.1338,172706.8459,63
513,CABLES & ACCESSORIES,2024-09-30,1,60668.1846,68253.6615,180292.3228,63
513,CABLES & ACCESSORIES,2024-10-31,1,56406.2333,68201.4563,192087.5458,63
513,CABLES & ACCESSORIES,2024-11-30,1,60160.8659,60142.6636,192069.3435,63
513,CABLES & ACCESSORIES,2024-12-31,1,59027.8389,64961.9122,198003.4168,63
513,CABLES & ACCESSORIES,2025-01-31,1,58598.4707,62414.6947,201819.6408,63
513,CABLES & ACCESSORIES,2025-02-28,1,60272.6602,65306.2516,206853.2322,63
513,CABLES & ACCESSORIES,2025-03-31,1,58867.9862,67315.3267,215300.5727,63
513,CABLES & ACCESSORIES,2025-04-30,1,58629.1008,72277.5535,228949.0254,63
513,CABLES & ACCESSORIES,2025-05-31,1,61323.7077,61030.9687,228656.2864,63
513,CABLES & ACCESSORIES,2025-06-30,1,61753.5882,65922.4891,232825.1873,63
513,CABLES & ACCESSORIES,2025-07-31,1,58707.0872,67100.3747,241218.4748,63
513,CABLES & ACCESSORIES,2025-08-31,1,59080.2016,66951.1669,249089.4401,63
513,CABLES & ACCESSORIES,2025-09-30,0,58327.8,68383.6108,211626.05,63
513,CABLES & ACCESSORIES,2025-10-31,0,58327.8,68383.6108,172577.25,63
514,TELECOM & AV AIDS,2023-11-30,1,45.0,40.0,1046.0,3
514,TELECOM & AV AIDS,2023-12-31,1,50.0,38.0,1034.0,3
514,TELECOM & AV AIDS,2024-01-31,1,38.0,56.0,1052.0,3
514,TELECOM & AV AIDS,2024-02-29,1,29.0,50.0,1073.0,3
514,TELECOM & AV AIDS,2024-03-31,1,31.0,35.0,1077.0,3
514,TELECOM & AV AIDS,2024-04-30,1,47.0,26.0,1056.0,3
514,TELECOM & AV AIDS,2024-05-31,1,27.0,45.0,1074.0,3
514,TELECOM & AV AIDS,2024-06-30,1,30.0,31.0,1075.0,3
514,TELECOM & AV AIDS,2024-07-31,1,26.0,36.0,1085.0,3
514,TELECOM & AV AIDS,2024-08-31,1,40.0,32.0,1077.0,3
514,TELECOM & AV AIDS,2024-09-30,1,44.0,35.0,1068.0,3
514,TELECOM & AV AIDS,2024-10-31,1,28.0,50.0,1090.0,3
514,TELECOM & AV AIDS,2024-11-30,1,39.0,29.0,1080.0,3
514,TELECOM & AV AIDS,2024-12-31,1,39.0,40.0,1081.0,3
514,TELECOM & AV AIDS,2025-01-31,1,51.0,43.0,1073.0,3
514,TELECOM & AV AIDS,2025-02-28,1,42.0,51.0,1082.0,3
514,TELECOM & AV AIDS,2025-03-31,1,41.0,44.0,1085.0,3
514,TELECOM & AV AIDS,2025-04-30,1,24.0,53.0,1114.0,3
514,TELECOM & AV AIDS,2025-05-31,1,39.0,24.0,1099.0,3
514,TELECOM & AV AIDS,2025-06-30,1,28.0,49.0,1120.0,3
514,TELECOM & AV AIDS,2025-07-31,1,32.0,27.0,1115.0,3
514,TELECOM & AV AIDS,2025-08-31,1,34.0,35.0,1116.0,3
514,TELECOM & AV AIDS,2025-09-30,0,36.0,1103.0,1116.0,3
514,TELECOM & AV AIDS,2025-10-31,0,36.0,1103.0,1080.0,3
515,RELAYS,2023-11-30,1,215.0,227.0,830.0,17
515,RELAYS,2023-12-31,1,204.0,263.0,889.0,17
515,RELAYS,2024-01-31,1,187.0,205.0,907.0,17
515,RELAYS,2024-02-29,1,201.0,203.0,909.0,17
515,RELAYS,2024-03-31,1,219.0,211.0,909.0,17
515,RELAYS,2024-04-30,1,221.0,218.0,907.0,17
515,RELAYS,2024-05-31,1,220.0,224.0,912.0,17
515,RELAYS,2024-06-30,1,198.0,239.0,953.0,17
515,RELAYS,2024-07-31,1,198.0,242.0,997.0,17
515,RELAYS,2024-08-31,1,192.0,193.0,998.0,17
515,RELAYS,2024-09-30,1,196.0,210.0,1012.0,17
515,RELAYS,2024-10-31,1,195.0,215.0,1032.0,17
515,RELAYS,2024-11-30,1,190.0,237.0,1079.0,17
515,RELAYS,2024-12-31,1,193.0,243.0,1129.0,17
515,RELAYS,2025-01-31,1,205.0,186.0,1110.0,17
515,RELAYS,2025-02-28,1,257.0,267.0,1120.0,17
515,RELAYS,2025-03-31,1,219.0,293.0,1194.0,17
515,RELAYS,2025-04-30,1,191.0,238.0,1241.0,17
515,RELAYS,2025-05-31,1,221.0,212.0,1232.0,17
515,RELAYS,2025-06-30,1,202.0,234.0,1264.0,17
515,RELAYS,2025-07-31,1,197.0,211.0,1278.0,17
515,RELAYS,2025-08-31,1,214.0,218.0,1282.0,17
515,RELAYS,2025-09-30,0,198.0,221.0,1250.0,17
515,RELAYS,2025-10-31,0,198.0,221.0,1052.0,17
516,LUMINIARIES AND FITT,2023-11-30,1,1862.0,2133.0,27131.0,28
516,LUMINIARIES AND FITT,2023-12-31,1,2262.0,2051.0,26957.0,28
516,LUMINIARIES AND FITT,2024-01-31,1,2225.0,1855.0,26617.0,28
516,LUMINIARIES AND FITT,2024-02-29,1,2270.0,2641.0,27005.0,28
516,LUMINIARIES AND FITT,2024-03-31,1,2855.0,2334.0,26516.0,28
516,LUMINIARIES AND FITT,2024-04-30,1,2529.0,2228.0,26236.0,28
516,LUMINIARIES AND FITT,2024-05-31,1,2589.0,3682.0,27328.0,28
516,LUMINIARIES AND FITT,2024-06-30,1,2736.0,2909.0,27502.0,28
516,LUMINIARIES AND FITT,2024-07-31,1,2393.0,3285.0,28393.0,28
516,LUMINIARIES AND FITT,2024-08-31,1,2159.0,3487.0,29721.0,28
516,LUMINIARIES AND FITT,2024-09-30,1,2104.0,2571.0,30189.0,28
516,LUMINIARIES AND FITT,2024-10-31,1,1977.0,2527.0,30738.0,28
516,LUMINIARIES AND FITT,2024-11-30,1,2065.0,2812.0,31486.0,28
516,LUMINIARIES AND FITT,2024-12-31,1,2161.0,2192.0,31516.0,28
516,LUMINIARIES AND FITT,2025-01-31,1,2465.0,2241.0,31292.0,28
516,LUMINIARIES AND FITT,2025-02-28,1,2559.0,2462.0,31195.0,28
516,LUMINIARIES AND FITT,2025-03-31,1,2954.0,2950.0,31192.0,28
516,LUMINIARIES AND FITT,2025-04-30,1,2546.0,2592.0,31238.0,28
516,LUMINIARIES AND FITT,2025-05-31,1,2103.0,2917.0,32052.0,28
516,LUMINIARIES AND FITT,2025-06-30,1,2658.0,2573.0,31966.0,28
516,LUMINIARIES AND FITT,2025-07-31,1,2563.0,2607.0,32011.0,28
516,LUMINIARIES AND FITT,2025-08-31,1,2437.0,3213.0,32786.0,28
516,LUMINIARIES AND FITT,2025-09-30,0,2325.0,9434.0,31960.5,28
516,LUMINIARIES AND FITT,2025-10-31,0,2325.0,9434.0,36190.5,28
517,ELECT. CONSUMBALES,2023-11-30,1,2000.3105,1823.2821,24866.9034,20
517,ELECT. CONSUMBALES,2023-12-31,1,1937.9445,2334.7622,25264.7211,20
517,ELECT. CONSUMBALES,2024-01-31,1,2272.8616,1886.9479000000001,24878.8074,20
517,ELECT. CONSUMBALES,2024-02-29,1,1999.9208,2279.9006,25158.7872,20
517,ELECT. CONSUMBALES,2024-03-31,1,1926.2382,2555.2108,25787.7598,20
517,ELECT. CONSUMBALES,2024-04-30,1,2264.0888,1731.1863,25254.8573,20
517,ELECT. CONSUMBALES,2024-05-31,1,2420.8358,2223.1832999999997,25057.2048,20
517,ELECT. CONSUMBALES,2024-06-30,1,3186.696,1970.8941,23841.4029,20
517,ELECT. CONSUMBALES,2024-07-31,1,2430.8632,2553.7661,23964.305800000002,20
517,ELECT. CONSUMBALES,2024-08-31,1,2679.8302,4237.192,25521.6676,20
517,ELECT. CONSUMBALES,2024-09-30,1,2175.0164,3024.6789,26371.3301,20
517,ELECT. CONSUMBALES,2024-10-31,1,2114.2882,2721.968,26979.0099,20
517,ELECT. CONSUMBALES,2024-11-30,1,1874.03,1888.3744,26993.3543,20
517,ELECT. CONSUMBALES,2024-12-31,1,2463.2199,2420.0939,26950.2283,20
517,ELECT. CONSUMBALES,2025-01-31,1,2058.0775,1778.5959,26670.7467,20
517,ELECT. CONSUMBALES,2025-02-28,1,2015.9886,2400.351,27055.1091,20
517,ELECT. CONSUMBALES,2025-03-31,1,2017.9184,2306.8018,27343.9925,20
517,ELECT. CONSUMBALES,2025-04-30,1,1967.7429,2119.0243,27495.2739,20
517,ELECT. CONSUMBALES,2025-05-31,1,2352.8149000000003,2408.8061,27551.2651,20
517,ELECT. CONSUMBALES,2025-06-30,1,2466.8459,2234.0393,27318.4585,20
517,ELECT. CONSUMBALES,2025-07-31,1,3035.7212,2816.8783,27099.6156,20
517,ELECT. CONSUMBALES,2025-08-31,1,2447.0932000000003,2710.9776,27363.5,20
517,ELECT. CONSUMBALES,2025-09-30,0,2185.0,877.0,27129.5,20
517,ELECT. CONSUMBALES,2025-10-31,0,2185.0,877.0,25054.5,20
518,INSULATORS &INS.MATL,2023-11-30,1,2779.8677,2717.4067,40723.527200000004,19
518,INSULATORS &INS.MATL,2023-12-31,1,2682.4899,2711.652,40752.6893,19
518,INSULATORS &INS.MATL,2024-01-31,1,2570.8766,2548.8170999999998,40730.6298,19
518,INSULATORS &INS.MATL,2024-02-29,1,3109.5427,2989.8638,40610.9509,19
518,INSULATORS &INS.MATL,2024-03-31,1,2997.525,3215.9337,40829.359599999996,19
518,INSULATORS &INS.MATL,2024-04-30,1,2644.5066,3144.2677000000003,41329.1207,19
518,INSULATORS &INS.MATL,2024-05-31,1,2521.2604,3002.9959,41810.8562,19
518,INSULATORS &INS.MATL,2024-06-30,1,2424.3298,2686.2606,42072.787,19
518,INSULATORS &INS.MATL,2024-07-31,1,2212.9309,2193.5279,42053.384000000005,19
518,INSULATORS &INS.MATL,2024-08-31,1,2172.5619,1994.9148,41875.7369,19
518,INSULATORS &INS.MATL,2024-09-30,1,2099.6556,2065.8918,41841.973099999996,19
518,INSULATORS &INS.MATL,2024-10-31,1,2502.2553,2584.7849,41924.502700000005,19
518,INSULATORS &INS.MATL,2024-11-30,1,2790.6547,2298.135,41431.983,19
518,INSULATORS &INS.MATL,2024-12-31,1,3146.8327,3376.6847000000002,41661.835,19
518,INSULATORS &INS.MATL,2025-01-31,1,3155.0643999999998,3175.6951,41682.46569999999,19
518,INSULATORS &INS.MATL,2025-02-28,1,3075.3504000000003,3410.7985000000003,42017.9138,19
518,INSULATORS &INS.MATL,2025-03-31,1,3456.8810000000003,3983.4674,42544.500199999995,19
518,INSULATORS &INS.MATL,2025-04-30,1,2905.1853,3067.9998,42707.3147,19
518,INSULATORS &INS.MATL,2025-05-31,1,2701.2628,3170.5587,43176.6106,19
518,INSULATORS &INS.MATL,2025-06-30,1,2779.5625,3611.5915,44008.6396,19
518,INSULATORS &INS.MATL,2025-07-31,1,2392.3795999999998,2908.0179,44524.2779,19
518,INSULATORS &INS.MATL,2025-08-31,1,2212.4071,2424.3692,44736.24,19
518,INSULATORS &INS.MATL,2025-09-30,0,2418.0,4302.0,44736.24,19
518,INSULATORS &INS.MATL,2025-10-31,0,2418.0,4302.0,43194.24,19
519,ELECTRICL APPLIANCES,2023-11-30,1,64.0,79.0,1061.0,10
519,ELECTRICL APPLIANCES,2023-12-31,1,67.0,64.0,1058.0,10
519,ELECTRICL APPLIANCES,2024-01-31,1,57.0,75.0,1076.0,10
519,ELECTRICL APPLIANCES,2024-02-29,1,65.0,62.0,1073.0,10
519,ELECTRICL APPLIANCES,2024-03-31,1,76.0,77.0,1074.0,10
519,ELECTRICL APPLIANCES,2024-04-30,1,73.0,73.0,1074.0,10
519,ELECTRICL APPLIANCES,2024-05-31,1,67.0,76.0,1083.0,10
519,ELECTRICL APPLIANCES,2024-06-30,1,64.0,79.0,1098.0,10
519,ELECTRICL APPLIANCES,2024-07-31,1,75.0,77.0,1100.0,10
519,ELECTRICL APPLIANCES,2024-08-31,1,62.0,75.0,1113.0,10
519,ELECTRICL APPLIANCES,2024-09-30,1,73.0,73.0,1113.0,10
519,ELECTRICL APPLIANCES,2024-10-31,1,74.0,72.0,1111.0,10
519,ELECTRICL APPLIANCES,2024-11-30,1,72.0,86.0,1125.0,10
519,ELECTRICL APPLIANCES,2024-12-31,1,65.0,100.0,1160.0,10
519,ELECTRICL APPLIANCES,2025-01-31,1,69.0,71.0,1162.0,10
519,ELECTRICL APPLIANCES,2025-02-28,1,72.0,83.0,1173.0,10
519,ELECTRICL APPLIANCES,2025-03-31,1,78.0,80.0,1175.0,10
519,ELECTRICL APPLIANCES,2025-04-30,1,73.0,85.0,1187.0,10
519,ELECTRICL APPLIANCES,2025-05-31,1,65.0,80.0,1202.0,10
519,ELECTRICL APPLIANCES,2025-06-30,1,68.0,78.0,1212.0,10
519,ELECTRICL APPLIANCES,2025-07-31,1,71.0,82.0,1223.0,10
519,ELECTRICL APPLIANCES,2025-08-31,1,64.0,83.0,1242.0,10
519,ELECTRICL APPLIANCES,2025-09-30,0,65.0,93.0,1242.0,10
519,ELECTRICL APPLIANCES,2025-10-31,0,65.0,93.0,1207.0,10
576,ELECTRON. EQPT&CRDS,2023-11-30,1,11.0,13.0,21.0,4
576,ELECTRON. EQPT&CRDS,2023-12-31,1,12.0,13.0,22.0,4
576,ELECTRON. EQPT&CRDS,2024-01-31,1,13.0,12.0,21.0,4
576,ELECTRON. EQPT&CRDS,2024-02-29,1,11.0,15.0,25.0,4
576,ELECTRON. EQPT&CRDS,2024-03-31,1,13.0,12.0,24.0,4
576,ELECTRON. EQPT&CRDS,2024-04-30,1,11.0,17.0,30.0,4
576,ELECTRON. EQPT&CRDS,2024-05-31,1,11.0,12.0,31.0,4
576,ELECTRON. EQPT&CRDS,2024-06-30,1,11.0,13.0,33.0,4
576,ELECTRON. EQPT&CRDS,2024-07-31,1,9.0,10.0,34.0,4
576,ELECTRON. EQPT&CRDS,2024-08-31,1,13.0,9.0,30.0,4
576,ELECTRON. EQPT&CRDS,2024-09-30,1,13.0,11.0,29.0,4
576,ELECTRON. EQPT&CRDS,2024-10-31,1,10.0,14.0,33.0,4
576,ELECTRON. EQPT&CRDS,2024-11-30,1,12.0,13.0,34.0,4
576,ELECTRON. EQPT&CRDS,2024-12-31,1,12.0,10.0,32.0,4
576,ELECTRON. EQPT&CRDS,2025-01-31,1,14.0,14.0,32.0,4
576,ELECTRON. EQPT&CRDS,2025-02-28,1,14.0,15.0,33.0,4
576,ELECTRON. EQPT&CRDS,2025-03-31,1,9.0,13.0,37.0,4
576,ELECTRON. EQPT&CRDS,2025-04-30,1,11.0,12.0,38.0,4
576,ELECTRON. EQPT&CRDS,2025-05-31,1,14.0,9.0,33.0,4
576,ELECTRON. EQPT&CRDS,2025-06-30,1,12.0,13.0,34.0,4
576,ELECTRON. EQPT&CRDS,2025-07-31,1,10.0,12.0,36.0,4
576,ELECTRON. EQPT&CRDS,2025-08-31,1,10.0,10.0,36.0,4
576,ELECTRON. EQPT&CRDS,2025-09-30,0,11.0,28.0,33.0,4
576,ELECTRON. EQPT&CRDS,2025-10-31,0,11.0,28.0,37.0,4
577,ELECTRONIC .COMPNTS,2023-11-30,1,50.0,51.0,264.0,6
577,ELECTRONIC .COMPNTS,2023-12-31,1,48.0,56.0,272.0,6
577,ELECTRONIC .COMPNTS,2024-01-31,1,42.0,54.0,284.0,6
577,ELECTRONIC .COMPNTS,2024-02-29,1,43.0,58.0,299.0,6
577,ELECTRONIC .COMPNTS,2024-03-31,1,41.0,51.0,309.0,6
577,ELECTRONIC .COMPNTS,2024-04-30,1,43.0,42.0,308.0,6
577,ELECTRONIC .COMPNTS,2024-05-31,1,44.0,52.0,316.0,6
577,ELECTRONIC .COMPNTS,2024-06-30,1,48.0,38.0,306.0,6
577,ELECTRONIC .COMPNTS,2024-07-31,1,49.0,48.0,305.0,6
577,ELECTRONIC .COMPNTS,2024-08-31,1,45.0,56.0,316.0,6
577,ELECTRONIC .COMPNTS,2024-09-30,1,46.0,54.0,324.0,6
577,ELECTRONIC .COMPNTS,2024-10-31,1,48.0,51.0,327.0,6
577,ELECTRONIC .COMPNTS,2024-11-30,1,40.0,52.0,339.0,6
577,ELECTRONIC .COMPNTS,2024-12-31,1,40.0,48.0,347.0,6
577,ELECTRONIC .COMPNTS,2025-01-31,1,39.0,46.0,354.0,6
577,ELECTRONIC .COMPNTS,2025-02-28,1,42.0,45.0,357.0,6
577,ELECTRONIC .COMPNTS,2025-03-31,1,40.0,52.0,369.0,6
577,ELECTRONIC .COMPNTS,2025-04-30,1,38.0,50.0,381.0,6
577,ELECTRONIC .COMPNTS,2025-05-31,1,41.0,40.0,380.0,6
577,ELECTRONIC .COMPNTS,2025-06-30,1,44.0,44.0,380.0,6
577,ELECTRONIC .COMPNTS,2025-07-31,1,54.0,45.0,371.0,6
577,ELECTRONIC .COMPNTS,2025-08-31,1,49.0,54.0,376.0,6
577,ELECTRONIC .COMPNTS,2025-09-30,0,44.0,96.0,376.0,6
577,ELECTRONIC .COMPNTS,2025-10-31,0,44.0,96.0,332.0,6
578,"IT EQPT, ACCES.& S/W",2023-11-30,1,3242.5966,3419.4693,6337.7217,6
578,"IT EQPT, ACCES.& S/W",2023-12-31,1,2605.075,3844.0202,7576.6669,6
578,"IT EQPT, ACCES.& S/W",2024-01-31,1,3295.263,2769.4694,7050.8733,6
578,"IT EQPT, ACCES.& S/W",2024-02-29,1,2391.0316000000003,3066.644,7726.4857,6
578,"IT EQPT, ACCES.& S/W",2024-03-31,1,2510.1633,2883.4396,8099.762,6
578,"IT EQPT, ACCES.& S/W",2024-04-30,1,2198.3233,3105.4507,9006.8894,6
578,"IT EQPT, ACCES.& S/W",2024-05-31,1,2429.7655,2433.3854,9010.5093,6
578,"IT EQPT, ACCES.& S/W",2024-06-30,1,2087.0213000000003,3151.6739,10075.1619,6
578,"IT EQPT, ACCES.& S/W",2024-07-31,1,1984.397,2307.5802000000003,10398.3451,6
578,"IT EQPT, ACCES.& S/W",2024-08-31,1,3137.762,1940.0145,9200.597600000001,6
578,"IT EQPT, ACCES.& S/W",2024-09-30,1,2629.794,3979.9506,10551.7542,6
578,"IT EQPT, ACCES.& S/W",2024-10-31,1,2802.2255999999998,3038.6041,10788.1327,6
578,"IT EQPT, ACCES.& S/W",2024-11-30,1,2887.9505,2682.7518,10582.934,6
578,"IT EQPT, ACCES.& S/W",2024-12-31,1,3070.216,2969.3355,10482.0535,6
578,"IT EQPT, ACCES.& S/W",2025-01-31,1,2959.1846,4295.0158,11817.8847,6
578,"IT EQPT, ACCES.& S/W",2025-02-28,1,2124.2237999999998,2626.0274,12319.6883,6
578,"IT EQPT, ACCES.& S/W",2025-03-31,1,2438.2165,2838.8127999999997,12720.2846,6
578,"IT EQPT, ACCES.& S/W",2025-04-30,1,2384.2556999999997,2528.4030000000002,12864.4319,6
578,"IT EQPT, ACCES.& S/W",2025-05-31,1,2458.8772,3234.6966,13640.2513,6
578,"IT EQPT, ACCES.& S/W",2025-06-30,1,2432.5389999999998,3042.096,14249.8083,6
578,"IT EQPT, ACCES.& S/W",2025-07-31,1,3230.4926,2733.7968,13753.1125,6
578,"IT EQPT, ACCES.& S/W",2025-08-31,1,2975.0645,4122.952,14901.0,6
578,"IT EQPT, ACCES.& S/W",2025-09-30,0,2693.0,9620.0,12500.0,6
578,"IT EQPT, ACCES.& S/W",2025-10-31,0,2693.0,9620.0,10408.0,6
601,W/SHOP M/C & SPARES,2023-11-30,1,300.0,367.0,74.0,25
601,W/SHOP M/C & SPARES,2023-12-31,1,237.0,370.0,208.0,25
601,W/SHOP M/C & SPARES,2024-01-31,1,199.0,247.0,258.0,25
601,W/SHOP M/C & SPARES,2024-02-29,1,234.0,230.0,258.0,25
601,W/SHOP M/C & SPARES,2024-03-31,1,186.0,279.0,351.0,25
601,W/SHOP M/C & SPARES,2024-04-30,1,189.0,224.0,388.0,25
601,W/SHOP M/C & SPARES,2024-05-31,1,210.0,223.0,406.0,25
601,W/SHOP M/C & SPARES,2024-06-30,1,233.0,213.0,388.0,25
601,W/SHOP M/C & SPARES,2024-07-31,1,236.0,288.0,440.0,25
601,W/SHOP M/C & SPARES,2024-08-31,1,239.0,250.0,451.0,25
601,W/SHOP M/C & SPARES,2024-09-30,1,231.0,233.0,453.0,25
601,W/SHOP M/C & SPARES,2024-10-31,1,241.0,283.0,495.0,25
601,W/SHOP M/C & SPARES,2024-11-30,1,245.0,238.0,488.0,25
601,W/SHOP M/C & SPARES,2024-12-31,1,207.0,240.0,521.0,25
601,W/SHOP M/C & SPARES,2025-01-31,1,264.0,238.0,495.0,25
601,W/SHOP M/C & SPARES,2025-02-28,1,225.0,266.0,536.0,25
601,W/SHOP M/C & SPARES,2025-03-31,1,213.0,207.0,530.0,25
601,W/SHOP M/C & SPARES,2025-04-30,1,187.0,233.0,576.0,25
601,W/SHOP M/C & SPARES,2025-05-31,1,184.0,208.0,600.0,25
601,W/SHOP M/C & SPARES,2025-06-30,1,207.0,198.0,591.0,25
601,W/SHOP M/C & SPARES,2025-07-31,1,257.0,268.0,602.0,25
601,W/SHOP M/C & SPARES,2025-08-31,1,237.0,275.0,640.0,25
601,W/SHOP M/C & SPARES,2025-09-30,0,228.0,228.0,52.0,25
601,W/SHOP M/C & SPARES,2025-10-31,0,228.0,228.0,0.0,25
602,GENL.EQPT.& SPARES,2023-11-30,1,349.0,385.0,857.0,58
602,GENL.EQPT.& SPARES,2023-12-31,1,367.0,387.0,886.0,58
602,GENL.EQPT.& SPARES,2024-01-31,1,367.0,382.0,918.0,58
602,GENL.EQPT.& SPARES,2024-02-29,1,360.0,372.0,938.0,58
602,GENL.EQPT.& SPARES,2024-03-31,1,353.0,426.0,1019.0,58
602,GENL.EQPT.& SPARES,2024-04-30,1,322.0,405.0,1103.0,58
602,GENL.EQPT.& SPARES,2024-05-31,1,337.0,356.0,1122.0,58
602,GENL.EQPT.& SPARES,2024-06-30,1,327.0,370.0,1166.0,58
602,GENL.EQPT.& SPARES,2024-07-31,1,316.0,363.0,1213.0,58
602,GENL.EQPT.& SPARES,2024-08-31,1,343.0,346.0,1216.0,58
602,GENL.EQPT.& SPARES,2024-09-30,1,350.0,325.0,1191.0,58
602,GENL.EQPT.& SPARES,2024-10-31,1,371.0,377.0,1197.0,58
602,GENL.EQPT.& SPARES,2024-11-30,1,365.0,391.0,1223.0,58
602,GENL.EQPT.& SPARES,2024-12-31,1,386.0,427.0,1264.0,58
602,GENL.EQPT.& SPARES,2025-01-31,1,402.0,403.0,1265.0,58
602,GENL.EQPT.& SPARES,2025-02-28,1,381.0,443.0,1327.0,58
602,GENL.EQPT.& SPARES,2025-03-31,1,352.0,418.0,1394.0,58
602,GENL.EQPT.& SPARES,2025-04-30,1,344.0,380.0,1431.0,58
602,GENL.EQPT.& SPARES,2025-05-31,1,342.0,391.0,1480.0,58
602,GENL.EQPT.& SPARES,2025-06-30,1,338.0,374.0,1516.0,58
602,GENL.EQPT.& SPARES,2025-07-31,1,350.0,361.0,1527.0,58
602,GENL.EQPT.& SPARES,2025-08-31,1,363.0,375.0,1539.0,58
602,GENL.EQPT.& SPARES,2025-09-30,0,346.0,393.0,1107.0,58
602,GENL.EQPT.& SPARES,2025-10-31,0,346.0,393.0,857.0,58
603,MATL.HND.EQPT&SPRS,2023-11-30,1,4207.0,4731.0,7202.0,68
603,MATL.HND.EQPT&SPRS,2023-12-31,1,4127.0,4809.0,7933.0,68
603,MATL.HND.EQPT&SPRS,2024-01-31,1,4554.0,4633.0,8036.0,68
603,MATL.HND.EQPT&SPRS,2024-02-29,1,4358.0,4923.0,8621.0,68
603,MATL.HND.EQPT&SPRS,2024-03-31,1,4216.0,4900.0,9317.0,68
603,MATL.HND.EQPT&SPRS,2024-04-30,1,4352.0,4774.0,9740.0,68
603,MATL.HND.EQPT&SPRS,2024-05-31,1,4286.0,4772.0,10227.0,68
603,MATL.HND.EQPT&SPRS,2024-06-30,1,4163.0,4746.0,10810.0,68
603,MATL.HND.EQPT&SPRS,2024-07-31,1,4139.0,4279.0,10950.0,68
603,MATL.HND.EQPT&SPRS,2024-08-31,1,4123.0,5009.0,11837.0,68
603,MATL.HND.EQPT&SPRS,2024-09-30,1,4533.0,4643.0,11947.0,68
603,MATL.HND.EQPT&SPRS,2024-10-31,1,4238.0,4856.0,12565.0,68
603,MATL.HND.EQPT&SPRS,2024-11-30,1,4694.0,4385.0,12256.0,68
603,MATL.HND.EQPT&SPRS,2024-12-31,1,4186.0,4952.0,13022.0,68
603,MATL.HND.EQPT&SPRS,2025-01-31,1,4198.0,4822.0,13646.0,68
603,MATL.HND.EQPT&SPRS,2025-02-28,1,4364.0,4264.0,13546.0,68
603,MATL.HND.EQPT&SPRS,2025-03-31,1,4518.0,5078.0,14106.0,68
603,MATL.HND.EQPT&SPRS,2025-04-30,1,4375.0,4629.0,14360.0,68
603,MATL.HND.EQPT&SPRS,2025-05-31,1,4477.0,5016.0,14899.0,68
603,MATL.HND.EQPT&SPRS,2025-06-30,1,4287.0,4722.0,15334.0,68
603,MATL.HND.EQPT&SPRS,2025-07-31,1,4350.0,4754.0,15738.0,68
603,MATL.HND.EQPT&SPRS,2025-08-31,1,4254.0,4830.0,16314.0,68
603,MATL.HND.EQPT&SPRS,2025-09-30,0,4189.0,5630.0,13206.0,68
603,MATL.HND.EQPT&SPRS,2025-10-31,0,4189.0,5630.0,12007.0,68
604,"WEIGH.INST,BRID&SPRS",2023-11-30,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2023-12-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-01-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-02-29,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-03-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-04-30,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-05-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-06-30,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-07-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-08-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-09-30,1,1.0,1.0,1.0,1
